32,191.11,1,0106000020E61000000100000001030000000100000005000000783B141FCD915B40EBDDAFB1D0761EC05C0EBB48CF915B40EE7E1163C2761EC0CF644BA2D1915B4035FD5866BB761EC0E1B96053CF915B40644FD6FFDF761EC0783B141FCD915B40EBDDAFB1D0761EC0,1
742,612.1,1,0106000020E61000000100000001030000000100000007000000F45FDB334F915B407038F1FAB4801EC0ACE1AD454D915B4049BCDE8081801EC0E50263204C915B40F08E246165801EC01D86CD7E4C915B40A057D9C048801EC015CFDDFB50915B400BBF998F8E801EC03CBBBBFA4F915B40DC598F35B0801EC0F45FDB334F915B407038F1FAB4801EC0,1
874,1508.95,1,0106000020E6100000010000000103000000010000000B000000511672A867915B404696FECA0F791EC04E574DA568915B400972F478FE781EC0CDAEF8016A915B40BFC499FCEB781EC066B498386D915B40FE9DB0B41D791EC0A735314C70915B40E6C7E60863791EC0DD76B02D6F915B40C1EB303A6E791EC0D00E7F056D915B40180C0A6388791EC05E7DB3126B915B405A3D0C896F791EC0F2ABDA906B915B4099E2C62661791EC081E46D306B915B400F87223D3C791EC0511672A867915B404696FECA0F791EC0,1
955,947.35,1,0106000020E610000001000000010300000001000000080000000DBC9603B7915B406A251EE21D751EC0C0C53EEBBA915B40F60B9CC314751EC0E8D4AAA9BB915B400479ACBC24751EC07CDCE008BC915B4031DD003A3C751EC0FE84B0B3BB915B40EBC6AA044F751EC06977FA0CB4915B400CA6560F3E751EC016BF2A82B4915B40C3F8C0A81A751EC00DBC9603B7915B406A251EE21D751EC0,1
986,743.79,1,0106000020E610000001000000010300000001000000060000009A090F06C7915B40D926970040751EC0CF4FC6E4C7915B40B4E2AD8001751EC0EA2480FFC7915B40498B024AD3741EC0D876D3EBCA915B405385DA4CD8741EC00D2DE32ECD915B405385DA4CD8741EC09A090F06C7915B40D926970040751EC0,1
1,838.06,1,0106000020E6100000010000000103000000010000000B000000E641DF14DF915B40C77639C88C731EC08A853BC6DE915B40050F2DE78F731EC0F225A0FEDD915B4082CB5E609D731EC003A13EC7DC915B4001201C4EC1731EC093BCDEE5DB915B40CA489CFFE0731EC0C04732E8DA915B408544E1AB04741EC02DEBE5DED8915B40AA173307F9731EC0FC92CD41DA915B4080DBF6E3CA731EC087A55541DB915B404331056C9B731EC02E521FE4DC915B40C4D51F9482731EC0E641DF14DF915B40C77639C88C731EC0,1
2,879.31,1,0106000020E6100000010000000103000000010000000C0000002DEBE5DED8915B40AA173307F9731EC03F44CB03D6915B40F436DCBBE3731EC07B705752D5915B4098C63016D9731EC0077D308AD7915B4083A89204C2731EC01D2518EDD8915B4046D21EA0A5731EC038BF5990D9915B4052FEA08C92731EC05B4546ACDA915B402E13675A84731EC0D59100BADB915B40D643D5E883731EC02E521FE4DC915B40C4D51F9482731EC087A55541DB915B404331056C9B731EC0FC92CD41DA915B4080DBF6E3CA731EC02DEBE5DED8915B40AA173307F9731EC0,1
3,664.37,1,0106000020E6100000010000000103000000010000000C000000C04732E8DA915B408544E1AB04741EC0E6363FD0DA915B40004D0A2610741EC07A6B2600DB915B403A59F92314741EC0F87FF957DB915B40C4943BA315741EC063B6C9DFDA915B40C2507D5A24741EC0FC92CD41DA915B40D7F4885E31741EC03EC7A267D5915B4060240C3FFB731EC008931F21D4915B401481FCB9E7731EC07B705752D5915B4098C63016D9731EC03F44CB03D6915B40F436DCBBE3731EC02DEBE5DED8915B40AA173307F9731EC0C04732E8DA915B408544E1AB04741EC0,1
4,498.53,1,0106000020E6100000010000000103000000010000000B000000FC92CD41DA915B40D7F4885E31741EC063B6C9DFDA915B40C2507D5A24741EC0B40565D6DB915B40B3094F2C23741EC0D01CCF15DD915B405283621022741EC079442CF6E1915B404F3D8D3B27741EC0BC0615DDDF915B40FB380CF63E741EC0A237F7FCDC915B40276534043C741EC087A55541DB915B40F0DFC2903F741EC04A02501EDA915B40F0DFC2903F741EC0DA8909C2D9915B40E20358E73C741EC0FC92CD41DA915B40D7F4885E31741EC0,1
5,483.97,1,0106000020E6100000010000000103000000010000000A000000BC0615DDDF915B40FB380CF63E741EC098C60F4BDD915B401BD72F835F741EC0A8B4C888DA915B40314881A05A741EC0173B5E94D8915B40DE9DFF2D5C741EC06A88C941D9915B408C1040334A741EC0DA8909C2D9915B40E20358E73C741EC04A02501EDA915B40F0DFC2903F741EC087A55541DB915B40F0DFC2903F741EC0A237F7FCDC915B40276534043C741EC0BC0615DDDF915B40FB380CF63E741EC0,1
